0,1.858
0,3.58
0,5.43
1.01,1.858
1.01,3.58
1.01,5.43
2.02,1.858
2.02,3.58
2.02,5.43
5.243,1.858
5.243,3.58
5.243,5.43
6.252,1.858
6.252,3.58
6.252,5.43
